,aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,merchant_deep_link,display_price,rrp_price,in_stock,alternate_image,alternate_image_two,alternate_image_four,large_image,alternate_image_three,custom_1,Fashion:size,brand_name,brand_id,product_type
769862,https://www.awin1.com/pclick.php?p=15689210387&a=240379&m=2174,FOPE 18ct White Gold Vendome Flex�It 0.41ct Diamond Pave Ring,15689210387,37250223130,http://www.goldsmiths.co.uk/medias/?context=bWFzdGVyfHByb2R1Y3RfaW1hZ2VzfDE4MDg4MXxpbWFnZS9wbmd8cHJvZHVjdF9pbWFnZXMvODgxMDM5Mjk0NDY3MC5wbmd8LQ,"Flexibility and fashion are all yours with this ring from Fope. Part of the Flex It Vendome collection, it features supple square links of 18kt white gold that create a piece showcasing a square pave diamond station at its core. This geometric Fope ring is a thing of greatness!",Jewellery-Rings,2860.0,Goldsmiths,2174,Women's Jewellery,546,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=www.goldsmiths.co.uk%2Fmedias%2F%3Fcontext%3DbWFzdGVyfHByb2R1Y3RfaW1hZ2VzfDE4MDg4MXxpbWFnZS9wbmd8cHJvZHVjdF9pbWFnZXMvODgxMDM5Mjk0NDY3MC5wbmd8LQ&feedId=2174&k=f368fd5611a3834884ec34f834b4ef0713b9eda7,GBP,2860.0,http://www.goldsmiths.co.uk/FOPE-18ct-White-Gold-Vendome-Flex%E2%80%99It-0.41ct-Diamond-Pave-Ring/p/37250223130/,GBP2860.0,,0,,,,,,,,Fope,0,
773108,https://www.awin1.com/pclick.php?p=6448754765&a=240379&m=5374,Fabric Mercy Shoes Ladies,6448754765,23433302270,https://www.sportsdirect.com/images/products/23433302_l.jpg,"Goldigga Mercy Shoes Ladies    These Fabric Mercy Slip On Shoes are ideal for everyday use and offer a smart, casual look when worn. The shoes feature simple lace up fastening and small heel on the back of the shoe.     > Shoes  > Ladies  > Lace up  > Small heel   > Goldigga branding   > Upper: textile   > Inner: synthetic   > Sole: synthetic  Grey 7 (40)",Womens > Fashion > Slip On Trainers,10.0,SportsDirect.com,5374,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.sportsdirect.com%2Fimages%2Fproducts%2F23433302_l.jpg&feedId=17383&k=8a5ae7688ec969fea0c56a373002d6cd71a328b1,GBP,10.0,https://www.sportsdirect.com/goldigga-mercy-shoes-ladies-234333?colcode=23433302,GBP10,30.0,1,,,,,,,7 (40),Fabric,0,main
774334,https://www.awin1.com/pclick.php?p=21335581029&a=240379&m=2638,Liu Jo  S16187P01625 Sneakers Women White  women's Shoes (Trainers) in White,21335581029,4112749F,https://photos6.spartoo.co.uk/photos/411/4112749/4112749_350_A.jpg,"Liu Jo  S16187P01625 Sneakers Women White  women's Shoes (Trainers) in White , Available in women's sizes. 6.5.  Free Delivery and Returns. (EAN:8054687535074)",Clothing & Accessories > Women's Shoes > Trainers,91.66,Spartoo.co.uk,2638,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aphotos6.spartoo.co.uk%2Fphotos%2F411%2F4112749%2F4112749_350_A.jpg&feedId=21681&k=d13f8f33262da3f8172f8fb42452ea7f9a554e4e,GBP,,https://www.spartoo.co.uk/Liu-Jo_S16187P01625-Sneakers-Women-White-x4112749.php?sx=F,GBP91.66,183.33,1,,,,,,https://photos6.spartoo.co.uk/photos/411/4112749/4112749_1200_A.jpg,6.5,Liu Jo,0,
774565,https://www.awin1.com/pclick.php?p=21344004489&a=240379&m=2638,Grace Shoes  214 Ankle boots Women Black  women's Low Ankle Boots in Black,21344004489,4219359F,https://photos6.spartoo.co.uk/photos/421/4219359/4219359_350_A.jpg,"Grace Shoes  214 Ankle boots Women Black  women's Low Ankle Boots in Black , Available in women's sizes. 2.5,3.5,4.5,5.5,7.5.  Free Delivery and Returns. (EAN:)",Clothing & Accessories > Women's Shoes > Ankle Boots,65.47,Spartoo.co.uk,2638,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aphotos6.spartoo.co.uk%2Fphotos%2F421%2F4219359%2F4219359_350_A.jpg&feedId=21681&k=94636a926974da8c208ef0589b76c151dc3aafdd,GBP,,https://www.spartoo.co.uk/Grace-Shoes_214-Ankle-boots-Women-Black-x4219359.php?sx=F,GBP65.47,130.95,1,,,,,,https://photos6.spartoo.co.uk/photos/421/4219359/4219359_1200_A.jpg,"2.5,3.5,4.5,5.5,7.5",Grace Shoes,0,
774851,https://www.awin1.com/pclick.php?p=21314482947&a=240379&m=2638,Enval  7917 Ballet pumps Women Black  women's Shoes (Pumps / Ballerinas) in Black,21314482947,6428294F,https://photos6.spartoo.co.uk/photos/642/6428294/6428294_350_A.jpg,"Enval  7917 Ballet pumps Women Black  women's Shoes (Pumps / Ballerinas) in Black , Available in women's sizes. 3.5,4.5,5.5,6.5,7.5,8.5.  Free Delivery and Returns. (EAN:7917600410203)",Clothing & Accessories > Women's Shoes > Ballerina Pumps,34.86,Spartoo.co.uk,2638,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aphotos6.spartoo.co.uk%2Fphotos%2F642%2F6428294%2F6428294_350_A.jpg&feedId=21681&k=730738a24a8c83bce36278e3570ef61899b1a32e,GBP,,https://www.spartoo.co.uk/Enval_7917-Ballet-pumps-Women-Black-x6428294.php?sx=F,GBP34.86,58.1,1,,,,,,https://photos6.spartoo.co.uk/photos/642/6428294/6428294_1200_A.jpg,"3.5,4.5,5.5,6.5,7.5,8.5",Enval,0,
776992,https://www.awin1.com/pclick.php?p=21353479287&a=240379&m=2638,Pataugas  BONO  women's Shoes (High-top Trainers) in Blue,21353479287,6032026F,https://photos6.spartoo.co.uk/photos/603/6032026/6032026_350_A.jpg,"Pataugas  BONO  women's Shoes (High-top Trainers) in Blue Leather, Available in women's sizes. 3.5,4,5,5.5,6.5,7.  Free Delivery and Returns. (EAN:3610273119315)",Clothing & Accessories > Women's Shoes > Trainers,136.0,Spartoo.co.uk,2638,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aphotos6.spartoo.co.uk%2Fphotos%2F603%2F6032026%2F6032026_350_A.jpg&feedId=21681&k=46522cbb1712a1050407386a858854e6d5a3d273,GBP,,https://www.spartoo.co.uk/Pataugas_BONO-x6032026.php?sx=F,GBP136.00,160.0,1,,,,,,https://photos6.spartoo.co.uk/photos/603/6032026/6032026_1200_A.jpg,"3.5,4,5,5.5,6.5,7",Pataugas,0,
777659,https://www.awin1.com/pclick.php?p=21314429657&a=240379&m=2638,Soldini  19966-2 Mocassins Women Black  women's Loafers / Casual Shoes in Black,21314429657,5171533F,https://photos6.spartoo.co.uk/photos/517/5171533/5171533_350_A.jpg,"Soldini  19966-2 Mocassins Women Black  women's Loafers / Casual Shoes in Black , Available in women's sizes. 2.5,4.5,7.5.  Free Delivery and Returns. (EAN:)",Clothing & Accessories > Women's Shoes > Loafers,80.8,Spartoo.co.uk,2638,Women's Footwear,194,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Aphotos6.spartoo.co.uk%2Fphotos%2F517%2F5171533%2F5171533_350_A.jpg&feedId=21681&k=8f67a40a5222665487c573e76300536673da8377,GBP,,https://www.spartoo.co.uk/Soldini_19966-2-Mocassins-Women-Black-x5171533.php?sx=F,GBP80.80,115.43,1,,,,,,https://photos6.spartoo.co.uk/photos/517/5171533/5171533_1200_A.jpg,"2.5,4.5,7.5",Soldini,0,
778390,https://www.awin1.com/pclick.php?p=21307583107&a=240379&m=2872,"Pink Ruffle Shoulder Faux Leather Jacket, Pink",21307583107,612055,https://media.missguided.com/s/missguided/SBO900145_set/1/pink-ruffle-shoulder-faux-leather-jacket?$intelligent-reach__product-image--std$,"This faux leather jacket features in a pink hue with ruffled shoulder detail and belt.    Regular Fit      Shell:100% Polyurethane Lining: 100% Polyester     Approx length: 48 cm/19"" (Based on a UK size 8 sample)     Larissa wears a UK size 8 / EU size 36 / US size 4 and her height is 5'9""",Women's Outerwear,50.0,Missguided,2872,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.missguided.com%2Fs%2Fmissguided%2FSBO900145_set%2F1%2Fpink-ruffle-shoulder-faux-leather-jacket%3F%24intelligent-reach__product-image--std%24&feedId=2872&k=d4127f8c91843a20fdfdbd5a45f693488b7d5881,GBP,,https://www.missguided.co.uk/pink-ruffle-shoulder-faux-leather-jacket-10069154?AWUK-_-!!!id!!!-_-datafeed-_-datafeed?istCompanyId=dd1d2f6c-ac6e-490e-a0ff-19cccd3bab7d&istItemId=xaalpqxqix&istBid=t,GBP50.00,,1,,,,,,,L,Missguided,0,
778505,https://www.awin1.com/pclick.php?p=21307585133&a=240379&m=2872,"Black Bandeau Playsuit, Black",21307585133,628974,https://media.missguided.com/s/missguided/P9663976_set/1/black-bandeau-playsuit?$intelligent-reach__product-image--std$,"Black bandeau playsuit with V neck decorated with chains and back hidden zip.     Regular Fit     95% Polyester, 5% Elastane     Approx inner leg length: 5 cm/2"" (Based on a UK size 8 sample)     Ana wears a UK size 8 / EU size 36 / US size 4 and her height is 5'9""",Women's Outerwear,25.0,Missguided,2872,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.missguided.com%2Fs%2Fmissguided%2FP9663976_set%2F1%2Fblack-bandeau-playsuit%3F%24intelligent-reach__product-image--std%24&feedId=2872&k=cb7e7409f451e0e0ffb699e695ca2da0d75aa5aa,GBP,,https://www.missguided.co.uk/black-chain-detail-bandeau-10071942?AWUK-_-!!!id!!!-_-datafeed-_-datafeed?istCompanyId=dd1d2f6c-ac6e-490e-a0ff-19cccd3bab7d&istItemId=xaalpqwqpp&istBid=t,GBP25.00,,1,,,,,,,6,Missguided,0,
778533,https://www.awin1.com/pclick.php?p=21307586837&a=240379&m=2872,"Black Polka Dot Cold Shoulder Jumpsuit, Black",21307586837,640989,https://media.missguided.com/s/missguided/M9903361_set/1/black-polka-dot-cold-shoulder-jumpsuit?$intelligent-reach__product-image--std$,"This polka dot jumpsuit features a wide leg style, frill detailing, cold shoulders and a wrap front.     regular fit - concealed back zip - adjustable straps    100% Viscose    Approx inside leg length: 80cm/31.5"" (based on a UK size 8 sample)    Tsanna wears a UK size 8 / EU size 36 / US size 4 and her height is 5'9""",Women's Outerwear,30.0,Missguided,2872,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.missguided.com%2Fs%2Fmissguided%2FM9903361_set%2F1%2Fblack-polka-dot-cold-shoulder-jumpsuit%3F%24intelligent-reach__product-image--std%24&feedId=2872&k=2ce0e0f3de7d84c20349bcd65eab4141ff076f51,GBP,,https://www.missguided.co.uk/black-polka-dot-cold-shoulder-jumpsuit-10073653?AWUK-_-!!!id!!!-_-datafeed-_-datafeed?istCompanyId=dd1d2f6c-ac6e-490e-a0ff-19cccd3bab7d&istItemId=xaalpqilax&istBid=t,GBP30.00,,1,,,,,,,12,Missguided,0,
779814,https://www.awin1.com/pclick.php?p=21365168827&a=240379&m=2872,"Petite White Choker Applique Playsuit, White",21365168827,455679,https://media.missguided.com/s/missguided/Z9211637_set/1/petite-white-choker-applique-playsuit?$intelligent-reach__product-image--std$,"White plunge front playsuit with choker neck and applique detail.  Good things come in small packages. Shop our Missguided petite range, for babes 5�3 and under.     Petite Fit    100% Polyester   Stella wears a UK size 8 / EU size 36 / US size 4",Women's Outerwear,35.0,Missguided,2872,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.missguided.com%2Fs%2Fmissguided%2FZ9211637_set%2F1%2Fpetite-white-choker-applique-playsuit%3F%24intelligent-reach__product-image--std%24&feedId=2872&k=074a88861998c3ea43b451bd05a1ae23a07b4b86,GBP,,https://www.missguided.co.uk/petite-white-choker-applique-playsuit-10045550?AWUK-_-!!!id!!!-_-datafeed-_-datafeed?istCompanyId=dd1d2f6c-ac6e-490e-a0ff-19cccd3bab7d&istItemId=wtprxiillt&istBid=t,GBP35.00,,1,,,,,,,12,Missguided,0,
780006,https://www.awin1.com/pclick.php?p=21365170623&a=240379&m=2872,"Pink Frill Hem Hooded Sweater, Beige",21365170623,659236,https://media.missguided.com/s/missguided/TJ415775_set/1/pink-frill-hem-hooded-sweater?$intelligent-reach__product-image--std$,"Pink hooded sweater with long sleeves and frill hem.     Regular Fit      55% polyester, 45% cotton     Approx length: 46 cm/18"" (Based on a UK size 8 sample)      Livia wears a UK size 8 / EU size 36 / US size 4 and her height is 5'9""",Women's Outerwear,20.0,Missguided,2872,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.missguided.com%2Fs%2Fmissguided%2FTJ415775_set%2F1%2Fpink-frill-hem-hooded-sweater%3F%24intelligent-reach__product-image--std%24&feedId=2872&k=c6e59be8bfa7d1536a5b3a8249cb5a3533703f9d,GBP,,https://www.missguided.co.uk/pink-frill-hem-hooded-sweatshirt-10076391?AWUK-_-!!!id!!!-_-datafeed-_-datafeed?istCompanyId=dd1d2f6c-ac6e-490e-a0ff-19cccd3bab7d&istItemId=wtprxippim&istBid=t,GBP20.00,,1,,,,,,,12,Missguided,0,
780563,https://www.awin1.com/pclick.php?p=21288858551&a=240379&m=2872,"Carli Bybel x Missguided Black Tuxedo Blazer, Black",21288858551,630435,https://media.missguided.com/s/missguided/J9701583_set/1/carli-bybel-x-missguided-black-tuxedo-blazer?$intelligent-reach__product-image--std$,"Black jacket in a tuxedo blazer style, black hue and long sleeves.     regular fit    100% Polyester    Approx length: 68cm/27"" (based on a UK size 8 sample)    Ana wears a UK size 8 / EU size 36 / US size 4 and her height is 5'9""",Women's Suits,50.0,Missguided,2872,Women's Suits,208,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.missguided.com%2Fs%2Fmissguided%2FJ9701583_set%2F1%2Fcarli-bybel-x-missguided-black-tuxedo-blazer%3F%24intelligent-reach__product-image--std%24&feedId=2872&k=e50cd9f1986815ce01cb0fdce948d42c04730e96,GBP,,https://www.missguided.co.uk/carli-bybel-missguided-black-tuxedo-blazer-10072174?AWUK-_-!!!id!!!-_-datafeed-_-datafeed?istCompanyId=dd1d2f6c-ac6e-490e-a0ff-19cccd3bab7d&istItemId=xaqipttaia&istBid=t,GBP50.00,,1,,,,,,,12,Missguided,0,
781094,https://www.awin1.com/pclick.php?p=21253781261&a=240379&m=2872,"Red Halter Ring Front Maxi Cover Up, Red",21253781261,622023,https://media.missguided.com/s/missguided/L4226979_set/1/red-halter-ring-front-maxi-cover-up?$intelligent-reach__product-image--std$,"Red maxi cover up featuring a halterneck, ring detail and sheer fabric.    regular fit     95% Polyester 5% Elastane     Amanda wears a UK size 8 / EU size 36 / US size 4 and her height is 5'8""",Women's Jewellery,25.0,Missguided,2872,Women's Jewellery,546,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.missguided.com%2Fs%2Fmissguided%2FL4226979_set%2F1%2Fred-halter-ring-front-maxi-cover-up%3F%24intelligent-reach__product-image--std%24&feedId=2872&k=6e5d81e08d0ed4a650677e760f0881862cea2d67,GBP,,https://www.missguided.co.uk/red-halter-ring-front-maxi-cover-up-10070904?AWUK-_-!!!id!!!-_-datafeed-_-datafeed?istCompanyId=dd1d2f6c-ac6e-490e-a0ff-19cccd3bab7d&istItemId=xapqtmrpxr&istBid=t,GBP25.00,,1,,,,,,,10,Missguided,0,
781802,https://www.awin1.com/pclick.php?p=21200414171&a=240379&m=1496,Linen Jacket,21200414171,350052550,https://cdn.laredoute.com/products/1200by1200/a/5/9/a590fe955a691adced06f1d5646c7252.jpg,Pure linen jacket.Tailored collar.Front button fastening.Two patch pockets at the front.Cuff slits with 3 buttons.Centre back slit.1 inside welt pocket. Machine washable at 30�C on a delicate cycle.Length: 68cm in size 20.Fabric content and details:Fabric: 100% linen.Body lining: 100% cotton.Sleeve lining: 100% polyester.Brand: Castaluna.,Women > Clothing > Jackets & Blazers > Tailored Blazers,39.5,La Redoute,1496,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Acdn.laredoute.com%2Fproducts%2F1200by1200%2Fa%2F5%2F9%2Fa590fe955a691adced06f1d5646c7252.jpg&feedId=20321&k=915d6d1f4c153ca8b13556b0521db9d11c143ab9,GBP,,http://trk.lgw.io/rkt/5735/MzUwMDUyNTUw/aHR0cDovL3d3dy5sYXJlZG91dGUuY28udWsvcHBkcC9wcm9kLTM1MDA1MjU1MC5hc3B4,GBP39.5,79.0,1,,,,,,,,CASTALUNA,0,
782914,https://www.awin1.com/pclick.php?p=21276393469&a=240379&m=6822,Family Kids Socks,21276393469,10645_340001,https://www.falke.com/media/product_images/68/101/falke-falke-family-kinder-socken-frontview-596696aa48c41-tiny.jpg,"This universal children's sock made of skin-kind, easy-care cotton is distinguished by a wide range of colours, among other features. The perfect FALKE fit guarantees supreme comfort. The reinforced stress zones for optimum durability and great robustness make the sock an ideal companion for every day.",Socks,7.0,Falke,6822,Women's Clothing,141,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.falke.com%2Fmedia%2Fproduct_images%2F68%2F101%2Ffalke-falke-family-kinder-socken-frontview-596696aa48c41-tiny.jpg&feedId=21553&k=00e7ef5410a87eb63b0fc55c7a5f9cee053bbd42,GBP,,https://www.falke.com/uk_en/family-kids-socks-gray-68-3400,GBP7.00,,1,,,,,,,19-22,Falke,5766,
783614,https://www.awin1.com/pclick.php?p=21276395611&a=240379&m=6822,Cool 24/7 Men Socks,21276395611,13230_601803,https://www.falke.com/media/product_images/116/2768/falke-cool-24-7-herren-socken-frontview-5a1623808a544-tiny.jpg,"This casual business sock will impress with its finish and function. The blend of gassed cotton with special polyamide functional yarn transports body heat and moisture outwards rapidly. Additional integrated air circulation channels in the sole help keep your foot dry and feeling pleasant. Besides the perfect FALKE fit and the reinforced stress zones, the extra flat toe seams contribute to the outstanding comfort.",Socks,11.0,Falke,6822,Women's Clothing,141,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.falke.com%2Fmedia%2Fproduct_images%2F116%2F2768%2Ffalke-cool-24-7-herren-socken-frontview-5a1623808a544-tiny.jpg&feedId=21553&k=895cc5b47496de186bd3735ef78f9e189c90fee9,GBP,,https://www.falke.com/uk_en/cool-24-7-men-socks-blue-116-6018,GBP11.00,,1,,,,,,,39-40,Falke,5766,
784154,https://www.awin1.com/pclick.php?p=21276398083&a=240379&m=6822,No. 6 Finest Merino & Silk Gentlemen Socks,21276398083,14451_812004,https://www.falke.com/media/product_images/194/398/falke-falke-no. 6 Finest Merino & Silk Gentlemen Socken-frontview-596ff77599b9d-tiny.jpg,"Incredibly soft Australian Merino wool is blended with the splendid shimmer of silk to produce Finest Merino & Silk. The exceptionally fine texture of the wool from the Merino sheep is firmly twisted for increased durability. Adding the silk fibers enhances the insulating properties of the wool, to keep wearers coolly comfortable when it�s warm and wonderfully warm when it�s cool. This magical mixture adapts to any climate, while its soft sheen provides a look of subtle sophistication and style appropriate for either a business lunch or board room meeting.",Socks,32.0,Falke,6822,Women's Clothing,141,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.falke.com%2Fmedia%2Fproduct_images%2F194%2F398%2Ffalke-falke-no.+6+Finest+Merino+%26+Silk+Gentlemen+Socken-frontview-596ff77599b9d-tiny.jpg&feedId=21553&k=7153fbc0381ede7cf05fe3e88c29e92417fb0fd3,GBP,,https://www.falke.com/uk_en/no-6-finest-merino-silk-gentlemen-socks-red-194-8120,GBP32.00,,1,,,,,,,41-42,Falke,5766,
784402,https://www.awin1.com/pclick.php?p=21276398743&a=240379&m=6822,Shadow Men Socks,21276398743,14648_321006,https://www.falke.com/media/product_images/227/461/falke-falke-shadow-herren-socken-frontview-596696d5ce3de-tiny.jpg,"Elegant, discretely patterned business sock made of 95% mercerised cotton. With this design, the second colour remains in the shadow of the actual colour. Pressure-free, hand-linked toe seam. Reinforced stress zones ensure optimum durability. Easy care.",Socks,15.0,Falke,6822,Women's Clothing,141,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.falke.com%2Fmedia%2Fproduct_images%2F227%2F461%2Ffalke-falke-shadow-herren-socken-frontview-596696d5ce3de-tiny.jpg&feedId=21553&k=7b9cb04dc5b94e04bc472dc12b75380515bc43f4,GBP,,https://www.falke.com/uk_en/shadow-men-socks-gray-227-3210,GBP15.00,,1,,,,,,,45-46,Falke,5766,
